chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
Hilton;Hilton Mountain Resort;Mountain Resort description;info581@hotel.com;Ukraine;Odesa;Shevchenka;59;Suite;4;225;77;2024-03-31;2024-04-03;checked-out;1;Good hotel;2024-03-31
Accor;Accor Grand Hotel;Grand Hotel description;info582@hotel.com;Ukraine;Kyiv;Shevchenka;45;Single;2;153;13;2024-03-01;2024-03-02;confirmed;2;Good hotel;2024-03-01
Hilton;Hilton Mountain Resort;Mountain Resort description;info583@hotel.com;Ukraine;Kyiv;Shevchenka;14;Suite;3;292;173;2024-10-05;2024-10-07;checked-out;5;Good hotel;2024-10-05
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info584@hotel.com;Ukraine;Odesa;Shevchenka;100;Suite;2;236;58;2024-02-16;2024-02-22;checked-out;4;Good hotel;2024-02-16
Radisson;Radisson Sea View;Sea View description;info585@hotel.com;Ukraine;Kyiv;Shevchenka;46;Single;1;81;107;2024-05-08;2024-05-12;pending;1;Good hotel;2024-05-08
Hilton;Hilton Grand Hotel;Grand Hotel description;info586@hotel.com;Ukraine;Odesa;Shevchenka;98;Double;3;261;418;2024-12-26;2024-12-27;checked-in;1;Good hotel;2024-12-26
Accor;Accor Sea View;Sea View description;info587@hotel.com;Ukraine;Dnipro;Shevchenka;69;Double;2;61;138;2024-10-30;2024-11-02;pending;4;Good hotel;2024-10-30
Radisson;Radisson Grand Hotel;Grand Hotel description;info588@hotel.com;Ukraine;Odesa;Shevchenka;10;Suite;4;111;218;2024-04-23;2024-04-27;checked-in;4;Good hotel;2024-04-23
Accor;Accor Grand Hotel;Grand Hotel description;info589@hotel.com;Ukraine;Dnipro;Shevchenka;17;Suite;4;107;461;2024-01-30;2024-02-01;checked-in;1;Good hotel;2024-01-30
Marriott;Marriott Mountain Resort;Mountain Resort description;info590@hotel.com;Ukraine;Odesa;Shevchenka;28;Double;2;130;160;2024-07-16;2024-07-21;pending;5;Good hotel;2024-07-16
Radisson;Radisson Grand Hotel;Grand Hotel description;info591@hotel.com;Ukraine;Odesa;Shevchenka;57;Suite;2;196;307;2024-10-23;2024-10-30;confirmed;5;Good hotel;2024-10-23
Marriott;Marriott Sea View;Sea View description;info592@hotel.com;Ukraine;Lviv;Shevchenka;43;Suite;1;226;330;2024-11-06;2024-11-07;checked-out;3;Good hotel;2024-11-06
Hilton;Hilton Mountain Resort;Mountain Resort description;info593@hotel.com;Ukraine;Kyiv;Shevchenka;80;Suite;1;56;392;2024-10-21;2024-10-28;checked-in;5;Good hotel;2024-10-21
Marriott;Marriott Grand Hotel;Grand Hotel description;info594@hotel.com;Ukraine;Odesa;Shevchenka;31;Suite;4;237;336;2024-08-28;2024-09-02;pending;5;Good hotel;2024-08-28
Accor;Accor Grand Hotel;Grand Hotel description;info595@hotel.com;Ukraine;Lviv;Shevchenka;21;Double;2;219;224;2024-09-11;2024-09-16;pending;4;Good hotel;2024-09-11
Marriott;Marriott City Inn;City Inn description;info596@hotel.com;Ukraine;Lviv;Shevchenka;83;Suite;3;105;9;2024-01-13;2024-01-16;confirmed;4;Good hotel;2024-01-13
Radisson;Radisson Grand Hotel;Grand Hotel description;info597@hotel.com;Ukraine;Odesa;Shevchenka;35;Single;4;99;65;2024-11-11;2024-11-15;checked-in;1;Good hotel;2024-11-11
Marriott;Marriott Sea View;Sea View description;info598@hotel.com;Ukraine;Dnipro;Shevchenka;92;Suite;2;51;271;2024-11-20;2024-11-26;pending;3;Good hotel;2024-11-20
Accor;Accor Grand Hotel;Grand Hotel description;info599@hotel.com;Ukraine;Dnipro;Shevchenka;45;Double;1;161;25;2024-01-20;2024-01-23;checked-out;4;Good hotel;2024-01-20
Radisson;Radisson Sea View;Sea View description;info600@hotel.com;Ukraine;Dnipro;Shevchenka;88;Suite;2;210;116;2024-11-26;2024-11-30;confirmed;1;Good hotel;2024-11-26
Accor;Accor Grand Hotel;Grand Hotel description;info601@hotel.com;Ukraine;Kyiv;Shevchenka;4;Suite;2;104;179;2024-01-18;2024-01-21;checked-in;5;Good hotel;2024-01-18
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info602@hotel.com;Ukraine;Odesa;Shevchenka;62;Single;2;200;227;2024-04-02;2024-04-04;checked-out;4;Good hotel;2024-04-02
Marriott;Marriott Mountain Resort;Mountain Resort description;info603@hotel.com;Ukraine;Dnipro;Shevchenka;31;Double;3;129;280;2024-01-14;2024-01-20;checked-in;3;Good hotel;2024-01-14
Accor;Accor City Inn;City Inn description;info604@hotel.com;Ukraine;Odesa;Shevchenka;96;Double;4;188;403;2024-01-06;2024-01-12;confirmed;5;Good hotel;2024-01-06
Hilton;Hilton Grand Hotel;Grand Hotel description;info605@hotel.com;Ukraine;Lviv;Shevchenka;16;Suite;1;186;433;2024-01-25;2024-01-28;pending;4;Good hotel;2024-01-25
Radisson;Radisson Mountain Resort;Mountain Resort description;info606@hotel.com;Ukraine;Odesa;Shevchenka;90;Suite;4;241;351;2024-03-12;2024-03-17;pending;4;Good hotel;2024-03-12
Marriott;Marriott City Inn;City Inn description;info607@hotel.com;Ukraine;Lviv;Shevchenka;57;Suite;4;241;251;2024-06-03;2024-06-06;confirmed;1;Good hotel;2024-06-03
Hilton;Hilton Mountain Resort;Mountain Resort description;info608@hotel.com;Ukraine;Kyiv;Shevchenka;51;Suite;1;140;16;2024-02-03;2024-02-09;checked-in;3;Good hotel;2024-02-03
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info609@hotel.com;Ukraine;Odesa;Shevchenka;90;Suite;3;161;414;2024-07-04;2024-07-09;pending;2;Good hotel;2024-07-04
Radisson;Radisson Mountain Resort;Mountain Resort description;info610@hotel.com;Ukraine;Dnipro;Shevchenka;38;Single;3;100;299;2024-07-22;2024-07-23;checked-in;1;Good hotel;2024-07-22
Hilton;Hilton Grand Hotel;Grand Hotel description;info611@hotel.com;Ukraine;Lviv;Shevchenka;82;Double;3;206;238;2024-12-21;2024-12-23;pending;2;Good hotel;2024-12-21
Marriott;Marriott Grand Hotel;Grand Hotel description;info612@hotel.com;Ukraine;Kyiv;Shevchenka;76;Suite;4;151;358;2024-02-29;2024-03-05;confirmed;4;Good hotel;2024-02-29
Accor;Accor Mountain Resort;Mountain Resort description;info613@hotel.com;Ukraine;Lviv;Shevchenka;96;Double;3;136;9;2024-01-10;2024-01-17;checked-out;4;Good hotel;2024-01-10
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info614@hotel.com;Ukraine;Kyiv;Shevchenka;95;Double;2;174;224;2024-07-26;2024-08-02;pending;1;Good hotel;2024-07-26
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info615@hotel.com;Ukraine;Dnipro;Shevchenka;21;Single;1;79;499;2024-08-03;2024-08-10;pending;4;Good hotel;2024-08-03
Hilton;Hilton Grand Hotel;Grand Hotel description;info616@hotel.com;Ukraine;Odesa;Shevchenka;77;Double;4;206;122;2024-07-20;2024-07-26;confirmed;5;Good hotel;2024-07-20
Radisson;Radisson City Inn;City Inn description;info617@hotel.com;Ukraine;Odesa;Shevchenka;20;Suite;4;71;347;2024-07-01;2024-07-02;pending;4;Good hotel;2024-07-01
Accor;Accor Mountain Resort;Mountain Resort description;info618@hotel.com;Ukraine;Odesa;Shevchenka;87;Double;2;87;392;2024-04-09;2024-04-10;checked-out;5;Good hotel;2024-04-09
Hyatt;Hyatt City Inn;City Inn description;info619@hotel.com;Ukraine;Kyiv;Shevchenka;10;Single;1;60;136;2024-08-21;2024-08-26;checked-out;3;Good hotel;2024-08-21
Hyatt;Hyatt Sea View;Sea View description;info620@hotel.com;Ukraine;Lviv;Shevchenka;58;Double;2;88;139;2024-11-26;2024-11-29;confirmed;4;Good hotel;2024-11-26
Accor;Accor City Inn;City Inn description;info621@hotel.com;Ukraine;Kyiv;Shevchenka;44;Single;2;187;55;2024-02-13;2024-02-14;checked-in;3;Good hotel;2024-02-13
Accor;Accor Sea View;Sea View description;info622@hotel.com;Ukraine;Kyiv;Shevchenka;59;Double;4;55;432;2024-02-21;2024-02-24;pending;1;Good hotel;2024-02-21
Radisson;Radisson Grand Hotel;Grand Hotel description;info623@hotel.com;Ukraine;Dnipro;Shevchenka;87;Suite;3;141;255;2024-07-15;2024-07-17;pending;5;Good hotel;2024-07-15
Hilton;Hilton Grand Hotel;Grand Hotel description;info624@hotel.com;Ukraine;Dnipro;Shevchenka;74;Double;2;220;230;2024-04-11;2024-04-15;checked-out;5;Good hotel;2024-04-11
Marriott;Marriott City Inn;City Inn description;info625@hotel.com;Ukraine;Dnipro;Shevchenka;71;Single;4;275;165;2024-11-23;2024-11-25;confirmed;3;Good hotel;2024-11-23
Radisson;Radisson Mountain Resort;Mountain Resort description;info626@hotel.com;Ukraine;Odesa;Shevchenka;12;Double;3;92;225;2024-07-26;2024-07-28;pending;4;Good hotel;2024-07-26
Marriott;Marriott Grand Hotel;Grand Hotel description;info627@hotel.com;Ukraine;Odesa;Shevchenka;99;Single;2;198;218;2024-08-12;2024-08-14;pending;1;Good hotel;2024-08-12
Marriott;Marriott Mountain Resort;Mountain Resort description;info628@hotel.com;Ukraine;Odesa;Shevchenka;59;Suite;2;147;160;2024-04-27;2024-04-30;confirmed;3;Good hotel;2024-04-27
Accor;Accor Grand Hotel;Grand Hotel description;info629@hotel.com;Ukraine;Dnipro;Shevchenka;43;Double;4;242;254;2024-01-28;2024-01-29;pending;4;Good hotel;2024-01-28
Radisson;Radisson Sea View;Sea View description;info630@hotel.com;Ukraine;Lviv;Shevchenka;93;Double;3;84;306;2024-10-12;2024-10-18;checked-out;1;Good hotel;2024-10-12
Radisson;Radisson City Inn;City Inn description;info631@hotel.com;Ukraine;Kyiv;Shevchenka;1;Suite;3;126;252;2024-07-24;2024-07-25;confirmed;5;Good hotel;2024-07-24
Hilton;Hilton City Inn;City Inn description;info632@hotel.com;Ukraine;Kyiv;Shevchenka;19;Suite;4;217;242;2024-05-18;2024-05-25;checked-out;3;Good hotel;2024-05-18
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info633@hotel.com;Ukraine;Odesa;Shevchenka;76;Single;1;146;37;2024-09-25;2024-10-02;checked-out;1;Good hotel;2024-09-25
Accor;Accor Sea View;Sea View description;info634@hotel.com;Ukraine;Kyiv;Shevchenka;100;Single;3;171;177;2024-04-12;2024-04-18;confirmed;1;Good hotel;2024-04-12
Radisson;Radisson Sea View;Sea View description;info635@hotel.com;Ukraine;Kyiv;Shevchenka;35;Suite;2;236;466;2024-04-15;2024-04-19;pending;5;Good hotel;2024-04-15
Accor;Accor Sea View;Sea View description;info636@hotel.com;Ukraine;Odesa;Shevchenka;69;Single;3;272;245;2024-05-06;2024-05-08;checked-out;2;Good hotel;2024-05-06
Accor;Accor Mountain Resort;Mountain Resort description;info637@hotel.com;Ukraine;Dnipro;Shevchenka;88;Double;1;106;107;2024-07-20;2024-07-26;checked-out;2;Good hotel;2024-07-20
Radisson;Radisson Sea View;Sea View description;info638@hotel.com;Ukraine;Odesa;Shevchenka;40;Suite;3;151;125;2024-07-06;2024-07-07;confirmed;4;Good hotel;2024-07-06
Marriott;Marriott City Inn;City Inn description;info639@hotel.com;Ukraine;Dnipro;Shevchenka;15;Single;4;81;363;2024-09-16;2024-09-21;pending;3;Good hotel;2024-09-16
Hilton;Hilton Grand Hotel;Grand Hotel description;info640@hotel.com;Ukraine;Dnipro;Shevchenka;34;Double;2;148;150;2024-10-28;2024-10-29;confirmed;1;Good hotel;2024-10-28
Hilton;Hilton Mountain Resort;Mountain Resort description;info641@hotel.com;Ukraine;Odesa;Shevchenka;64;Double;4;66;386;2024-12-13;2024-12-18;checked-in;3;Good hotel;2024-12-13
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info642@hotel.com;Ukraine;Odesa;Shevchenka;3;Single;3;262;328;2024-11-19;2024-11-26;checked-in;1;Good hotel;2024-11-19
Accor;Accor Sea View;Sea View description;info643@hotel.com;Ukraine;Odesa;Shevchenka;63;Suite;4;216;23;2024-09-09;2024-09-14;checked-out;2;Good hotel;2024-09-09
Hilton;Hilton Mountain Resort;Mountain Resort description;info644@hotel.com;Ukraine;Odesa;Shevchenka;68;Single;3;264;80;2024-03-07;2024-03-13;pending;2;Good hotel;2024-03-07
Marriott;Marriott Sea View;Sea View description;info645@hotel.com;Ukraine;Lviv;Shevchenka;70;Double;4;70;339;2024-11-28;2024-12-01;pending;5;Good hotel;2024-11-28
Hilton;Hilton Mountain Resort;Mountain Resort description;info646@hotel.com;Ukraine;Kyiv;Shevchenka;87;Single;2;193;218;2024-05-03;2024-05-06;confirmed;3;Good hotel;2024-05-03
Radisson;Radisson Grand Hotel;Grand Hotel description;info647@hotel.com;Ukraine;Lviv;Shevchenka;36;Suite;1;269;157;2024-08-10;2024-08-17;checked-out;5;Good hotel;2024-08-10
Accor;Accor Sea View;Sea View description;info648@hotel.com;Ukraine;Dnipro;Shevchenka;23;Suite;3;206;390;2024-04-01;2024-04-07;checked-in;2;Good hotel;2024-04-01
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info649@hotel.com;Ukraine;Lviv;Shevchenka;22;Suite;4;110;27;2024-09-27;2024-09-29;checked-in;3;Good hotel;2024-09-27
Marriott;Marriott Grand Hotel;Grand Hotel description;info650@hotel.com;Ukraine;Lviv;Shevchenka;86;Suite;4;103;54;2024-10-09;2024-10-12;pending;1;Good hotel;2024-10-09
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info651@hotel.com;Ukraine;Lviv;Shevchenka;23;Single;2;282;36;2024-08-13;2024-08-19;checked-out;4;Good hotel;2024-08-13
Hilton;Hilton City Inn;City Inn description;info652@hotel.com;Ukraine;Lviv;Shevchenka;61;Suite;4;89;284;2024-07-01;2024-07-06;confirmed;4;Good hotel;2024-07-01
Accor;Accor Sea View;Sea View description;info653@hotel.com;Ukraine;Odesa;Shevchenka;82;Suite;1;63;340;2024-02-14;2024-02-19;pending;3;Good hotel;2024-02-14
Marriott;Marriott Mountain Resort;Mountain Resort description;info654@hotel.com;Ukraine;Odesa;Shevchenka;57;Suite;4;93;369;2024-07-14;2024-07-18;pending;3;Good hotel;2024-07-14
Accor;Accor Sea View;Sea View description;info655@hotel.com;Ukraine;Odesa;Shevchenka;22;Suite;2;161;190;2024-03-19;2024-03-23;pending;5;Good hotel;2024-03-19
Marriott;Marriott Mountain Resort;Mountain Resort description;info656@hotel.com;Ukraine;Dnipro;Shevchenka;33;Double;1;185;335;2024-03-07;2024-03-12;confirmed;2;Good hotel;2024-03-07
Radisson;Radisson Mountain Resort;Mountain Resort description;info657@hotel.com;Ukraine;Odesa;Shevchenka;92;Double;4;265;267;2024-06-03;2024-06-06;checked-out;3;Good hotel;2024-06-03
Accor;Accor City Inn;City Inn description;info658@hotel.com;Ukraine;Dnipro;Shevchenka;54;Double;1;294;41;2024-12-30;2025-01-01;checked-in;5;Good hotel;2024-12-30
Marriott;Marriott Sea View;Sea View description;info659@hotel.com;Ukraine;Dnipro;Shevchenka;90;Single;3;250;324;2024-08-06;2024-08-07;checked-out;1;Good hotel;2024-08-06
Marriott;Marriott Sea View;Sea View description;info660@hotel.com;Ukraine;Odesa;Shevchenka;59;Double;1;235;398;2024-10-15;2024-10-21;checked-out;2;Good hotel;2024-10-15
Hilton;Hilton Sea View;Sea View description;info661@hotel.com;Ukraine;Odesa;Shevchenka;81;Single;1;243;120;2024-02-17;2024-02-18;checked-in;4;Good hotel;2024-02-17
Marriott;Marriott Grand Hotel;Grand Hotel description;info662@hotel.com;Ukraine;Lviv;Shevchenka;8;Suite;1;292;291;2024-03-29;2024-04-03;checked-in;5;Good hotel;2024-03-29
Accor;Accor Mountain Resort;Mountain Resort description;info663@hotel.com;Ukraine;Dnipro;Shevchenka;50;Suite;1;245;499;2024-07-23;2024-07-26;confirmed;4;Good hotel;2024-07-23
Marriott;Marriott Sea View;Sea View description;info664@hotel.com;Ukraine;Kyiv;Shevchenka;67;Double;1;230;270;2024-07-14;2024-07-15;checked-out;2;Good hotel;2024-07-14
Radisson;Radisson Sea View;Sea View description;info665@hotel.com;Ukraine;Odesa;Shevchenka;67;Suite;1;86;413;2024-05-18;2024-05-23;pending;4;Good hotel;2024-05-18
Marriott;Marriott City Inn;City Inn description;info666@hotel.com;Ukraine;Dnipro;Shevchenka;93;Suite;3;182;446;2024-07-03;2024-07-04;confirmed;1;Good hotel;2024-07-03
Radisson;Radisson City Inn;City Inn description;info667@hotel.com;Ukraine;Kyiv;Shevchenka;96;Suite;4;232;476;2024-06-22;2024-06-23;checked-in;3;Good hotel;2024-06-22
Accor;Accor Sea View;Sea View description;info668@hotel.com;Ukraine;Odesa;Shevchenka;36;Double;1;227;267;2024-06-13;2024-06-18;checked-out;5;Good hotel;2024-06-13
Hilton;Hilton Grand Hotel;Grand Hotel description;info669@hotel.com;Ukraine;Dnipro;Shevchenka;92;Double;4;295;141;2024-10-19;2024-10-22;confirmed;3;Good hotel;2024-10-19
Accor;Accor City Inn;City Inn description;info670@hotel.com;Ukraine;Kyiv;Shevchenka;73;Single;4;138;273;2024-09-27;2024-09-29;checked-out;1;Good hotel;2024-09-27
Hyatt;Hyatt City Inn;City Inn description;info671@hotel.com;Ukraine;Dnipro;Shevchenka;88;Double;4;197;294;2024-07-12;2024-07-16;checked-in;4;Good hotel;2024-07-12
Hilton;Hilton Mountain Resort;Mountain Resort description;info672@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;3;52;7;2024-06-04;2024-06-05;pending;5;Good hotel;2024-06-04
Accor;Accor Mountain Resort;Mountain Resort description;info673@hotel.com;Ukraine;Kyiv;Shevchenka;47;Double;3;220;235;2024-06-24;2024-06-25;confirmed;1;Good hotel;2024-06-24
Radisson;Radisson Grand Hotel;Grand Hotel description;info674@hotel.com;Ukraine;Dnipro;Shevchenka;41;Single;3;277;199;2024-02-12;2024-02-19;confirmed;4;Good hotel;2024-02-12
Marriott;Marriott City Inn;City Inn description;info675@hotel.com;Ukraine;Kyiv;Shevchenka;76;Suite;3;70;208;2024-10-11;2024-10-17;pending;4;Good hotel;2024-10-11
Hyatt;Hyatt Sea View;Sea View description;info676@hotel.com;Ukraine;Kyiv;Shevchenka;28;Single;1;131;463;2024-07-24;2024-07-30;checked-in;4;Good hotel;2024-07-24
Hilton;Hilton Sea View;Sea View description;info677@hotel.com;Ukraine;Kyiv;Shevchenka;73;Suite;2;211;473;2024-12-27;2024-12-28;confirmed;3;Good hotel;2024-12-27
Hyatt;Hyatt City Inn;City Inn description;info678@hotel.com;Ukraine;Odesa;Shevchenka;2;Single;4;234;133;2024-05-16;2024-05-20;checked-in;4;Good hotel;2024-05-16
Marriott;Marriott Grand Hotel;Grand Hotel description;info679@hotel.com;Ukraine;Lviv;Shevchenka;95;Suite;4;153;186;2024-03-25;2024-03-31;checked-in;5;Good hotel;2024-03-25
Hilton;Hilton Mountain Resort;Mountain Resort description;info680@hotel.com;Ukraine;Lviv;Shevchenka;6;Single;1;229;173;2024-10-01;2024-10-08;checked-in;2;Good hotel;2024-10-01
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info681@hotel.com;Ukraine;Odesa;Shevchenka;55;Double;1;121;82;2024-07-02;2024-07-04;checked-in;1;Good hotel;2024-07-02
Hilton;Hilton Mountain Resort;Mountain Resort description;info682@hotel.com;Ukraine;Odesa;Shevchenka;82;Single;2;229;444;2024-10-04;2024-10-08;checked-out;1;Good hotel;2024-10-04
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info683@hotel.com;Ukraine;Odesa;Shevchenka;41;Single;1;88;426;2024-04-01;2024-04-08;checked-out;1;Good hotel;2024-04-01
Accor;Accor Sea View;Sea View description;info684@hotel.com;Ukraine;Odesa;Shevchenka;94;Double;4;87;297;2024-05-21;2024-05-23;pending;4;Good hotel;2024-05-21
Hilton;Hilton Grand Hotel;Grand Hotel description;info685@hotel.com;Ukraine;Lviv;Shevchenka;24;Suite;3;140;20;2024-01-25;2024-02-01;pending;2;Good hotel;2024-01-25
Marriott;Marriott Grand Hotel;Grand Hotel description;info686@hotel.com;Ukraine;Kyiv;Shevchenka;78;Double;4;274;370;2024-02-20;2024-02-23;confirmed;3;Good hotel;2024-02-20
Marriott;Marriott City Inn;City Inn description;info687@hotel.com;Ukraine;Lviv;Shevchenka;68;Suite;3;82;177;2024-04-20;2024-04-25;checked-in;3;Good hotel;2024-04-20
Hyatt;Hyatt City Inn;City Inn description;info688@hotel.com;Ukraine;Dnipro;Shevchenka;36;Suite;4;134;367;2024-06-21;2024-06-28;pending;3;Good hotel;2024-06-21
Accor;Accor City Inn;City Inn description;info689@hotel.com;Ukraine;Odesa;Shevchenka;68;Double;2;143;440;2024-03-14;2024-03-16;checked-out;1;Good hotel;2024-03-14
Accor;Accor Grand Hotel;Grand Hotel description;info690@hotel.com;Ukraine;Odesa;Shevchenka;82;Suite;2;182;210;2024-01-21;2024-01-25;checked-in;4;Good hotel;2024-01-21
Hilton;Hilton Sea View;Sea View description;info691@hotel.com;Ukraine;Odesa;Shevchenka;14;Single;3;153;138;2024-05-30;2024-06-06;confirmed;4;Good hotel;2024-05-30
Hilton;Hilton Grand Hotel;Grand Hotel description;info692@hotel.com;Ukraine;Dnipro;Shevchenka;85;Suite;3;177;334;2024-05-10;2024-05-11;checked-out;2;Good hotel;2024-05-10
Radisson;Radisson Grand Hotel;Grand Hotel description;info693@hotel.com;Ukraine;Lviv;Shevchenka;45;Double;3;233;297;2024-12-30;2025-01-01;pending;5;Good hotel;2024-12-30
Accor;Accor Sea View;Sea View description;info694@hotel.com;Ukraine;Kyiv;Shevchenka;33;Single;2;264;227;2024-07-19;2024-07-26;checked-in;3;Good hotel;2024-07-19
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info695@hotel.com;Ukraine;Lviv;Shevchenka;2;Single;2;210;191;2024-11-01;2024-11-06;pending;1;Good hotel;2024-11-01
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info696@hotel.com;Ukraine;Odesa;Shevchenka;97;Suite;4;295;154;2024-05-08;2024-05-10;pending;3;Good hotel;2024-05-08
Marriott;Marriott Mountain Resort;Mountain Resort description;info697@hotel.com;Ukraine;Odesa;Shevchenka;43;Suite;4;219;150;2024-01-05;2024-01-06;pending;3;Good hotel;2024-01-05
Radisson;Radisson Mountain Resort;Mountain Resort description;info698@hotel.com;Ukraine;Lviv;Shevchenka;36;Double;4;259;68;2024-02-21;2024-02-27;pending;4;Good hotel;2024-02-21
Accor;Accor Sea View;Sea View description;info699@hotel.com;Ukraine;Lviv;Shevchenka;32;Suite;1;202;191;2024-02-20;2024-02-26;checked-out;3;Good hotel;2024-02-20
Marriott;Marriott Grand Hotel;Grand Hotel description;info700@hotel.com;Ukraine;Kyiv;Shevchenka;5;Single;3;240;346;2024-12-07;2024-12-09;checked-in;1;Good hotel;2024-12-07
Accor;Accor Mountain Resort;Mountain Resort description;info701@hotel.com;Ukraine;Kyiv;Shevchenka;15;Single;3;150;166;2024-06-16;2024-06-19;pending;4;Good hotel;2024-06-16
Hyatt;Hyatt City Inn;City Inn description;info702@hotel.com;Ukraine;Odesa;Shevchenka;70;Suite;1;113;41;2024-06-30;2024-07-07;checked-in;4;Good hotel;2024-06-30
Radisson;Radisson Mountain Resort;Mountain Resort description;info703@hotel.com;Ukraine;Kyiv;Shevchenka;67;Suite;4;235;162;2024-01-02;2024-01-03;checked-in;4;Good hotel;2024-01-02
Hyatt;Hyatt City Inn;City Inn description;info704@hotel.com;Ukraine;Odesa;Shevchenka;33;Single;1;180;493;2024-09-04;2024-09-07;checked-in;1;Good hotel;2024-09-04
Marriott;Marriott Mountain Resort;Mountain Resort description;info705@hotel.com;Ukraine;Kyiv;Shevchenka;48;Single;3;216;89;2024-02-21;2024-02-28;checked-in;5;Good hotel;2024-02-21
Radisson;Radisson Mountain Resort;Mountain Resort description;info706@hotel.com;Ukraine;Odesa;Shevchenka;74;Suite;1;264;13;2024-07-07;2024-07-10;pending;3;Good hotel;2024-07-07
Radisson;Radisson City Inn;City Inn description;info707@hotel.com;Ukraine;Odesa;Shevchenka;76;Double;4;241;136;2024-09-24;2024-09-27;checked-in;1;Good hotel;2024-09-24
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info708@hotel.com;Ukraine;Kyiv;Shevchenka;69;Double;1;138;268;2024-04-26;2024-05-01;confirmed;1;Good hotel;2024-04-26
Accor;Accor City Inn;City Inn description;info709@hotel.com;Ukraine;Odesa;Shevchenka;85;Suite;3;119;496;2024-07-15;2024-07-22;confirmed;4;Good hotel;2024-07-15
Accor;Accor Mountain Resort;Mountain Resort description;info710@hotel.com;Ukraine;Odesa;Shevchenka;29;Single;4;241;374;2024-04-23;2024-04-26;checked-in;3;Good hotel;2024-04-23
Radisson;Radisson Grand Hotel;Grand Hotel description;info711@hotel.com;Ukraine;Kyiv;Shevchenka;76;Single;3;171;38;2024-08-26;2024-08-29;checked-out;4;Good hotel;2024-08-26
Radisson;Radisson Grand Hotel;Grand Hotel description;info712@hotel.com;Ukraine;Lviv;Shevchenka;100;Suite;2;165;273;2024-08-01;2024-08-05;checked-out;2;Good hotel;2024-08-01
Radisson;Radisson Sea View;Sea View description;info713@hotel.com;Ukraine;Kyiv;Shevchenka;68;Single;1;126;458;2024-03-18;2024-03-19;checked-in;5;Good hotel;2024-03-18
Marriott;Marriott Grand Hotel;Grand Hotel description;info714@hotel.com;Ukraine;Odesa;Shevchenka;15;Single;4;197;58;2024-09-03;2024-09-06;checked-in;2;Good hotel;2024-09-03
Accor;Accor City Inn;City Inn description;info715@hotel.com;Ukraine;Lviv;Shevchenka;51;Double;1;68;223;2024-06-03;2024-06-06;checked-out;1;Good hotel;2024-06-03
Marriott;Marriott Grand Hotel;Grand Hotel description;info716@hotel.com;Ukraine;Kyiv;Shevchenka;32;Single;3;206;45;2024-04-03;2024-04-10;checked-in;3;Good hotel;2024-04-03
Radisson;Radisson City Inn;City Inn description;info717@hotel.com;Ukraine;Odesa;Shevchenka;53;Single;1;262;438;2024-10-12;2024-10-15;checked-out;4;Good hotel;2024-10-12
Hilton;Hilton City Inn;City Inn description;info718@hotel.com;Ukraine;Kyiv;Shevchenka;51;Double;3;117;300;2024-12-14;2024-12-18;checked-in;1;Good hotel;2024-12-14
Hilton;Hilton Mountain Resort;Mountain Resort description;info719@hotel.com;Ukraine;Lviv;Shevchenka;74;Single;4;94;480;2024-05-11;2024-05-14;checked-in;4;Good hotel;2024-05-11
Marriott;Marriott Sea View;Sea View description;info720@hotel.com;Ukraine;Kyiv;Shevchenka;57;Single;4;101;264;2024-10-02;2024-10-07;checked-in;4;Good hotel;2024-10-02
Marriott;Marriott Sea View;Sea View description;info721@hotel.com;Ukraine;Lviv;Shevchenka;5;Suite;4;126;151;2024-12-19;2024-12-22;pending;2;Good hotel;2024-12-19
Hilton;Hilton Grand Hotel;Grand Hotel description;info722@hotel.com;Ukraine;Dnipro;Shevchenka;4;Suite;4;164;376;2024-06-19;2024-06-21;checked-out;4;Good hotel;2024-06-19
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info723@hotel.com;Ukraine;Odesa;Shevchenka;91;Double;1;114;276;2024-05-05;2024-05-11;confirmed;4;Good hotel;2024-05-05
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info724@hotel.com;Ukraine;Odesa;Shevchenka;26;Suite;3;231;451;2024-07-19;2024-07-21;pending;4;Good hotel;2024-07-19
Accor;Accor Mountain Resort;Mountain Resort description;info725@hotel.com;Ukraine;Lviv;Shevchenka;65;Double;3;161;15;2024-10-14;2024-10-15;checked-out;3;Good hotel;2024-10-14
