id;chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
571;Hyatt;Hyatt Sea View;Sea View description;info571@hotel.com;Ukraine;Odesa;Shevchenka;98;Single;3;265;269;2024-03-07;2024-03-11;checked-out;5;Good hotel;2024-03-07
572;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info572@hotel.com;Ukraine;Lviv;Shevchenka;72;Suite;3;250;497;2024-03-19;2024-03-23;pending;5;Good hotel;2024-03-19
573;Accor;Accor Sea View;Sea View description;info573@hotel.com;Ukraine;Lviv;Shevchenka;30;Single;1;242;420;2024-07-13;2024-07-14;pending;5;Good hotel;2024-07-13
574;Accor;Accor City Inn;City Inn description;info574@hotel.com;Ukraine;Dnipro;Shevchenka;16;Double;3;178;223;2024-09-27;2024-09-28;checked-out;5;Good hotel;2024-09-27
575;Radisson;Radisson City Inn;City Inn description;info575@hotel.com;Ukraine;Odesa;Shevchenka;91;Single;4;78;381;2024-12-18;2024-12-21;checked-in;1;Good hotel;2024-12-18
576;Radisson;Radisson Mountain Resort;Mountain Resort description;info576@hotel.com;Ukraine;Lviv;Shevchenka;64;Double;2;72;311;2024-10-12;2024-10-13;checked-out;5;Good hotel;2024-10-12
577;Radisson;Radisson City Inn;City Inn description;info577@hotel.com;Ukraine;Odesa;Shevchenka;25;Suite;3;192;108;2024-01-28;2024-02-03;confirmed;5;Good hotel;2024-01-28
578;Hilton;Hilton City Inn;City Inn description;info578@hotel.com;Ukraine;Lviv;Shevchenka;39;Double;1;299;214;2024-10-13;2024-10-15;pending;1;Good hotel;2024-10-13
579;Accor;Accor Sea View;Sea View description;info579@hotel.com;Ukraine;Odesa;Shevchenka;78;Double;1;243;262;2024-05-11;2024-05-17;pending;1;Good hotel;2024-05-11
580;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info580@hotel.com;Ukraine;Kyiv;Shevchenka;29;Double;2;218;21;2024-03-18;2024-03-20;checked-in;2;Good hotel;2024-03-18
581;Marriott;Marriott Sea View;Sea View description;info581@hotel.com;Ukraine;Lviv;Shevchenka;54;Single;2;260;169;2024-07-28;2024-08-01;pending;3;Good hotel;2024-07-28
582;Radisson;Radisson Mountain Resort;Mountain Resort description;info582@hotel.com;Ukraine;Lviv;Shevchenka;48;Double;1;107;389;2024-12-13;2024-12-20;confirmed;1;Good hotel;2024-12-13
583;Hyatt;Hyatt City Inn;City Inn description;info583@hotel.com;Ukraine;Kyiv;Shevchenka;43;Single;1;80;262;2024-01-30;2024-02-05;pending;1;Good hotel;2024-01-30
584;Accor;Accor City Inn;City Inn description;info584@hotel.com;Ukraine;Dnipro;Shevchenka;81;Double;2;66;281;2024-02-14;2024-02-17;checked-in;3;Good hotel;2024-02-14
585;Hilton;Hilton Sea View;Sea View description;info585@hotel.com;Ukraine;Kyiv;Shevchenka;54;Single;3;294;310;2024-04-17;2024-04-21;confirmed;3;Good hotel;2024-04-17
586;Accor;Accor City Inn;City Inn description;info586@hotel.com;Ukraine;Odesa;Shevchenka;75;Double;2;291;131;2024-08-28;2024-08-30;checked-in;3;Good hotel;2024-08-28
587;Hilton;Hilton City Inn;City Inn description;info587@hotel.com;Ukraine;Odesa;Shevchenka;24;Single;2;222;19;2024-04-25;2024-05-01;checked-in;3;Good hotel;2024-04-25
588;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info588@hotel.com;Ukraine;Dnipro;Shevchenka;22;Suite;1;86;56;2024-04-11;2024-04-14;pending;3;Good hotel;2024-04-11
589;Radisson;Radisson Mountain Resort;Mountain Resort description;info589@hotel.com;Ukraine;Dnipro;Shevchenka;17;Single;3;247;427;2024-12-06;2024-12-07;checked-out;3;Good hotel;2024-12-06
590;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info590@hotel.com;Ukraine;Kyiv;Shevchenka;21;Suite;4;214;59;2024-06-05;2024-06-11;confirmed;3;Good hotel;2024-06-05
591;Marriott;Marriott City Inn;City Inn description;info591@hotel.com;Ukraine;Kyiv;Shevchenka;86;Single;1;220;476;2024-10-12;2024-10-18;confirmed;1;Good hotel;2024-10-12
592;Marriott;Marriott Grand Hotel;Grand Hotel description;info592@hotel.com;Ukraine;Odesa;Shevchenka;57;Double;1;284;107;2024-12-31;2025-01-03;checked-in;2;Good hotel;2024-12-31
593;Accor;Accor Sea View;Sea View description;info593@hotel.com;Ukraine;Lviv;Shevchenka;21;Single;3;163;51;2024-08-10;2024-08-17;checked-in;5;Good hotel;2024-08-10
594;Marriott;Marriott Mountain Resort;Mountain Resort description;info594@hotel.com;Ukraine;Lviv;Shevchenka;18;Suite;3;99;382;2024-09-30;2024-10-02;checked-out;4;Good hotel;2024-09-30
595;Marriott;Marriott City Inn;City Inn description;info595@hotel.com;Ukraine;Dnipro;Shevchenka;68;Double;2;214;345;2024-07-13;2024-07-18;confirmed;2;Good hotel;2024-07-13
596;Marriott;Marriott City Inn;City Inn description;info596@hotel.com;Ukraine;Odesa;Shevchenka;53;Suite;3;239;381;2024-06-06;2024-06-12;confirmed;5;Good hotel;2024-06-06
597;Accor;Accor Grand Hotel;Grand Hotel description;info597@hotel.com;Ukraine;Kyiv;Shevchenka;98;Suite;4;52;176;2024-05-05;2024-05-07;checked-out;1;Good hotel;2024-05-05
598;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info598@hotel.com;Ukraine;Lviv;Shevchenka;82;Suite;1;57;419;2024-02-14;2024-02-21;checked-out;2;Good hotel;2024-02-14
599;Marriott;Marriott Grand Hotel;Grand Hotel description;info599@hotel.com;Ukraine;Kyiv;Shevchenka;51;Suite;4;53;473;2024-06-08;2024-06-11;pending;5;Good hotel;2024-06-08
600;Hilton;Hilton Mountain Resort;Mountain Resort description;info600@hotel.com;Ukraine;Odesa;Shevchenka;34;Suite;2;94;485;2024-02-05;2024-02-10;checked-in;3;Good hotel;2024-02-05
601;Marriott;Marriott Sea View;Sea View description;info601@hotel.com;Ukraine;Kyiv;Shevchenka;65;Single;3;66;73;2024-08-14;2024-08-15;checked-out;4;Good hotel;2024-08-14
602;Accor;Accor Sea View;Sea View description;info602@hotel.com;Ukraine;Lviv;Shevchenka;47;Single;1;212;42;2024-03-15;2024-03-16;confirmed;2;Good hotel;2024-03-15
603;Hilton;Hilton Sea View;Sea View description;info603@hotel.com;Ukraine;Dnipro;Shevchenka;22;Double;2;190;240;2024-01-10;2024-01-11;pending;5;Good hotel;2024-01-10
604;Accor;Accor Mountain Resort;Mountain Resort description;info604@hotel.com;Ukraine;Dnipro;Shevchenka;37;Suite;3;96;9;2024-09-22;2024-09-24;checked-in;5;Good hotel;2024-09-22
605;Accor;Accor Mountain Resort;Mountain Resort description;info605@hotel.com;Ukraine;Dnipro;Shevchenka;24;Double;3;171;11;2024-09-18;2024-09-22;confirmed;2;Good hotel;2024-09-18
606;Radisson;Radisson Mountain Resort;Mountain Resort description;info606@hotel.com;Ukraine;Dnipro;Shevchenka;28;Suite;2;87;493;2024-07-18;2024-07-23;confirmed;4;Good hotel;2024-07-18
607;Hilton;Hilton Mountain Resort;Mountain Resort description;info607@hotel.com;Ukraine;Kyiv;Shevchenka;1;Suite;2;99;333;2024-04-16;2024-04-19;pending;1;Good hotel;2024-04-16
608;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info608@hotel.com;Ukraine;Kyiv;Shevchenka;68;Single;2;91;204;2024-11-28;2024-11-29;pending;1;Good hotel;2024-11-28
609;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info609@hotel.com;Ukraine;Lviv;Shevchenka;87;Double;1;290;298;2024-02-21;2024-02-24;checked-in;1;Good hotel;2024-02-21
610;Radisson;Radisson Sea View;Sea View description;info610@hotel.com;Ukraine;Lviv;Shevchenka;84;Double;3;252;283;2024-05-15;2024-05-20;pending;2;Good hotel;2024-05-15
611;Marriott;Marriott Mountain Resort;Mountain Resort description;info611@hotel.com;Ukraine;Dnipro;Shevchenka;34;Suite;1;214;249;2024-10-06;2024-10-11;pending;4;Good hotel;2024-10-06
612;Marriott;Marriott Mountain Resort;Mountain Resort description;info612@hotel.com;Ukraine;Odesa;Shevchenka;71;Single;2;250;393;2024-06-23;2024-06-24;checked-in;2;Good hotel;2024-06-23
613;Radisson;Radisson Mountain Resort;Mountain Resort description;info613@hotel.com;Ukraine;Dnipro;Shevchenka;74;Single;1;170;66;2024-01-23;2024-01-26;checked-in;5;Good hotel;2024-01-23
614;Hyatt;Hyatt City Inn;City Inn description;info614@hotel.com;Ukraine;Odesa;Shevchenka;38;Double;2;198;481;2024-12-06;2024-12-08;checked-out;4;Good hotel;2024-12-06
615;Radisson;Radisson City Inn;City Inn description;info615@hotel.com;Ukraine;Kyiv;Shevchenka;94;Suite;4;67;136;2024-09-07;2024-09-08;pending;4;Good hotel;2024-09-07
616;Hilton;Hilton Mountain Resort;Mountain Resort description;info616@hotel.com;Ukraine;Dnipro;Shevchenka;9;Single;3;92;230;2024-11-24;2024-11-26;pending;4;Good hotel;2024-11-24
617;Hilton;Hilton Mountain Resort;Mountain Resort description;info617@hotel.com;Ukraine;Odesa;Shevchenka;2;Suite;2;158;256;2024-02-27;2024-03-05;checked-out;2;Good hotel;2024-02-27
618;Accor;Accor City Inn;City Inn description;info618@hotel.com;Ukraine;Dnipro;Shevchenka;59;Double;2;119;113;2024-05-03;2024-05-05;confirmed;2;Good hotel;2024-05-03
619;Marriott;Marriott Grand Hotel;Grand Hotel description;info619@hotel.com;Ukraine;Lviv;Shevchenka;10;Double;1;241;119;2024-09-25;2024-09-30;checked-in;2;Good hotel;2024-09-25
620;Radisson;Radisson Sea View;Sea View description;info620@hotel.com;Ukraine;Lviv;Shevchenka;74;Single;2;266;172;2024-12-07;2024-12-10;confirmed;4;Good hotel;2024-12-07
621;Radisson;Radisson Grand Hotel;Grand Hotel description;info621@hotel.com;Ukraine;Dnipro;Shevchenka;60;Suite;1;199;308;2024-10-28;2024-11-01;confirmed;4;Good hotel;2024-10-28
622;Hilton;Hilton Grand Hotel;Grand Hotel description;info622@hotel.com;Ukraine;Kyiv;Shevchenka;63;Suite;2;167;367;2024-05-03;2024-05-08;confirmed;4;Good hotel;2024-05-03
623;Accor;Accor City Inn;City Inn description;info623@hotel.com;Ukraine;Lviv;Shevchenka;3;Single;2;75;64;2024-02-24;2024-02-29;checked-out;4;Good hotel;2024-02-24
624;Marriott;Marriott Grand Hotel;Grand Hotel description;info624@hotel.com;Ukraine;Dnipro;Shevchenka;52;Single;4;183;72;2024-03-08;2024-03-11;pending;3;Good hotel;2024-03-08
625;Accor;Accor Mountain Resort;Mountain Resort description;info625@hotel.com;Ukraine;Lviv;Shevchenka;9;Suite;4;226;403;2024-10-22;2024-10-27;pending;5;Good hotel;2024-10-22
626;Radisson;Radisson Mountain Resort;Mountain Resort description;info626@hotel.com;Ukraine;Odesa;Shevchenka;98;Suite;3;137;79;2024-10-19;2024-10-25;confirmed;1;Good hotel;2024-10-19
627;Marriott;Marriott Sea View;Sea View description;info627@hotel.com;Ukraine;Odesa;Shevchenka;58;Suite;1;79;30;2024-10-30;2024-11-04;checked-out;5;Good hotel;2024-10-30
628;Accor;Accor Grand Hotel;Grand Hotel description;info628@hotel.com;Ukraine;Dnipro;Shevchenka;91;Double;3;137;147;2024-03-31;2024-04-02;checked-in;1;Good hotel;2024-03-31
629;Hilton;Hilton City Inn;City Inn description;info629@hotel.com;Ukraine;Dnipro;Shevchenka;30;Double;3;68;426;2024-03-19;2024-03-24;checked-out;5;Good hotel;2024-03-19
630;Marriott;Marriott Mountain Resort;Mountain Resort description;info630@hotel.com;Ukraine;Dnipro;Shevchenka;67;Single;1;103;196;2024-01-11;2024-01-17;confirmed;3;Good hotel;2024-01-11
631;Hilton;Hilton Grand Hotel;Grand Hotel description;info631@hotel.com;Ukraine;Lviv;Shevchenka;3;Single;1;278;72;2024-09-26;2024-09-28;checked-in;3;Good hotel;2024-09-26
632;Marriott;Marriott Grand Hotel;Grand Hotel description;info632@hotel.com;Ukraine;Dnipro;Shevchenka;1;Double;4;160;466;2024-08-31;2024-09-01;pending;5;Good hotel;2024-08-31
633;Accor;Accor City Inn;City Inn description;info633@hotel.com;Ukraine;Odesa;Shevchenka;58;Single;4;143;46;2024-06-18;2024-06-24;confirmed;1;Good hotel;2024-06-18
634;Marriott;Marriott Grand Hotel;Grand Hotel description;info634@hotel.com;Ukraine;Odesa;Shevchenka;45;Suite;4;236;286;2024-07-10;2024-07-11;pending;3;Good hotel;2024-07-10
635;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info635@hotel.com;Ukraine;Dnipro;Shevchenka;70;Double;3;202;261;2024-11-22;2024-11-25;pending;3;Good hotel;2024-11-22
636;Radisson;Radisson Grand Hotel;Grand Hotel description;info636@hotel.com;Ukraine;Kyiv;Shevchenka;19;Suite;3;253;250;2024-12-17;2024-12-21;checked-out;2;Good hotel;2024-12-17
637;Radisson;Radisson Grand Hotel;Grand Hotel description;info637@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;1;268;353;2024-09-18;2024-09-24;checked-in;1;Good hotel;2024-09-18
638;Marriott;Marriott City Inn;City Inn description;info638@hotel.com;Ukraine;Kyiv;Shevchenka;45;Suite;3;213;391;2024-05-21;2024-05-25;confirmed;2;Good hotel;2024-05-21
639;Hyatt;Hyatt City Inn;City Inn description;info639@hotel.com;Ukraine;Kyiv;Shevchenka;10;Single;1;94;325;2024-04-14;2024-04-17;checked-in;2;Good hotel;2024-04-14
640;Hilton;Hilton Sea View;Sea View description;info640@hotel.com;Ukraine;Lviv;Shevchenka;83;Suite;3;87;272;2024-03-09;2024-03-15;checked-out;3;Good hotel;2024-03-09
641;Marriott;Marriott Grand Hotel;Grand Hotel description;info641@hotel.com;Ukraine;Odesa;Shevchenka;98;Double;2;260;171;2024-05-09;2024-05-12;confirmed;3;Good hotel;2024-05-09
642;Hilton;Hilton Grand Hotel;Grand Hotel description;info642@hotel.com;Ukraine;Dnipro;Shevchenka;71;Single;3;198;185;2024-07-25;2024-07-28;checked-out;1;Good hotel;2024-07-25
643;Hilton;Hilton Mountain Resort;Mountain Resort description;info643@hotel.com;Ukraine;Dnipro;Shevchenka;90;Suite;1;213;110;2024-04-06;2024-04-13;confirmed;3;Good hotel;2024-04-06
644;Radisson;Radisson Sea View;Sea View description;info644@hotel.com;Ukraine;Dnipro;Shevchenka;32;Double;2;55;126;2024-09-01;2024-09-02;checked-in;4;Good hotel;2024-09-01
645;Radisson;Radisson City Inn;City Inn description;info645@hotel.com;Ukraine;Lviv;Shevchenka;82;Double;3;190;14;2024-03-24;2024-03-25;checked-in;2;Good hotel;2024-03-24
646;Radisson;Radisson Grand Hotel;Grand Hotel description;info646@hotel.com;Ukraine;Lviv;Shevchenka;61;Single;1;113;495;2024-02-10;2024-02-13;confirmed;4;Good hotel;2024-02-10
647;Hilton;Hilton Grand Hotel;Grand Hotel description;info647@hotel.com;Ukraine;Lviv;Shevchenka;2;Single;2;69;337;2024-11-26;2024-12-01;checked-out;2;Good hotel;2024-11-26
648;Marriott;Marriott Sea View;Sea View description;info648@hotel.com;Ukraine;Odesa;Shevchenka;66;Suite;2;51;316;2024-07-23;2024-07-26;confirmed;1;Good hotel;2024-07-23
649;Accor;Accor Sea View;Sea View description;info649@hotel.com;Ukraine;Dnipro;Shevchenka;73;Double;3;73;87;2024-08-16;2024-08-20;checked-in;5;Good hotel;2024-08-16
650;Radisson;Radisson Grand Hotel;Grand Hotel description;info650@hotel.com;Ukraine;Lviv;Shevchenka;95;Double;2;297;48;2024-12-04;2024-12-09;confirmed;3;Good hotel;2024-12-04
651;Marriott;Marriott Mountain Resort;Mountain Resort description;info651@hotel.com;Ukraine;Dnipro;Shevchenka;28;Suite;3;155;308;2024-06-25;2024-06-30;checked-in;2;Good hotel;2024-06-25
652;Hilton;Hilton City Inn;City Inn description;info652@hotel.com;Ukraine;Lviv;Shevchenka;22;Single;2;254;399;2024-11-24;2024-11-30;pending;5;Good hotel;2024-11-24
653;Accor;Accor City Inn;City Inn description;info653@hotel.com;Ukraine;Odesa;Shevchenka;66;Suite;1;131;315;2024-08-23;2024-08-24;checked-in;1;Good hotel;2024-08-23
654;Marriott;Marriott Sea View;Sea View description;info654@hotel.com;Ukraine;Dnipro;Shevchenka;53;Double;4;71;229;2024-07-25;2024-07-27;checked-out;5;Good hotel;2024-07-25
655;Hilton;Hilton City Inn;City Inn description;info655@hotel.com;Ukraine;Odesa;Shevchenka;94;Double;4;80;185;2024-03-27;2024-03-31;checked-out;2;Good hotel;2024-03-27
656;Hilton;Hilton Sea View;Sea View description;info656@hotel.com;Ukraine;Kyiv;Shevchenka;30;Double;3;91;140;2024-07-27;2024-07-30;pending;3;Good hotel;2024-07-27
657;Marriott;Marriott Sea View;Sea View description;info657@hotel.com;Ukraine;Dnipro;Shevchenka;19;Double;3;61;257;2024-11-20;2024-11-22;checked-out;5;Good hotel;2024-11-20
658;Marriott;Marriott Mountain Resort;Mountain Resort description;info658@hotel.com;Ukraine;Odesa;Shevchenka;78;Single;4;51;438;2024-01-08;2024-01-13;pending;4;Good hotel;2024-01-08
659;Marriott;Marriott Grand Hotel;Grand Hotel description;info659@hotel.com;Ukraine;Dnipro;Shevchenka;40;Double;1;139;91;2024-08-23;2024-08-29;confirmed;5;Good hotel;2024-08-23
660;Marriott;Marriott Mountain Resort;Mountain Resort description;info660@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;1;131;115;2024-04-03;2024-04-04;pending;5;Good hotel;2024-04-03
661;Hilton;Hilton Grand Hotel;Grand Hotel description;info661@hotel.com;Ukraine;Kyiv;Shevchenka;70;Suite;2;207;273;2024-06-11;2024-06-16;pending;3;Good hotel;2024-06-11
662;Hilton;Hilton Sea View;Sea View description;info662@hotel.com;Ukraine;Dnipro;Shevchenka;17;Suite;2;82;326;2024-07-01;2024-07-08;confirmed;3;Good hotel;2024-07-01
663;Marriott;Marriott Grand Hotel;Grand Hotel description;info663@hotel.com;Ukraine;Odesa;Shevchenka;46;Single;2;286;471;2024-11-14;2024-11-17;checked-in;4;Good hotel;2024-11-14
664;Marriott;Marriott City Inn;City Inn description;info664@hotel.com;Ukraine;Dnipro;Shevchenka;17;Double;4;57;421;2024-07-13;2024-07-16;confirmed;3;Good hotel;2024-07-13
665;Marriott;Marriott Mountain Resort;Mountain Resort description;info665@hotel.com;Ukraine;Dnipro;Shevchenka;55;Suite;3;287;400;2024-12-29;2025-01-01;checked-out;3;Good hotel;2024-12-29
666;Hilton;Hilton Grand Hotel;Grand Hotel description;info666@hotel.com;Ukraine;Dnipro;Shevchenka;89;Suite;1;142;330;2024-05-13;2024-05-20;pending;4;Good hotel;2024-05-13
667;Hyatt;Hyatt City Inn;City Inn description;info667@hotel.com;Ukraine;Lviv;Shevchenka;71;Suite;3;193;354;2024-10-17;2024-10-23;pending;1;Good hotel;2024-10-17
668;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info668@hotel.com;Ukraine;Odesa;Shevchenka;98;Double;1;178;216;2024-05-09;2024-05-15;checked-in;3;Good hotel;2024-05-09
669;Marriott;Marriott City Inn;City Inn description;info669@hotel.com;Ukraine;Odesa;Shevchenka;76;Single;4;156;276;2024-12-18;2024-12-21;checked-in;2;Good hotel;2024-12-18
670;Accor;Accor Grand Hotel;Grand Hotel description;info670@hotel.com;Ukraine;Kyiv;Shevchenka;42;Single;3;92;9;2024-05-08;2024-05-11;checked-out;4;Good hotel;2024-05-08
671;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info671@hotel.com;Ukraine;Dnipro;Shevchenka;83;Single;3;229;120;2024-04-17;2024-04-21;pending;2;Good hotel;2024-04-17
672;Hyatt;Hyatt Sea View;Sea View description;info672@hotel.com;Ukraine;Lviv;Shevchenka;37;Single;2;232;318;2024-09-25;2024-09-28;confirmed;3;Good hotel;2024-09-25
673;Hyatt;Hyatt Sea View;Sea View description;info673@hotel.com;Ukraine;Dnipro;Shevchenka;11;Suite;4;195;467;2024-02-09;2024-02-12;checked-in;3;Good hotel;2024-02-09
674;Radisson;Radisson Mountain Resort;Mountain Resort description;info674@hotel.com;Ukraine;Odesa;Shevchenka;77;Suite;4;199;240;2024-12-06;2024-12-09;confirmed;1;Good hotel;2024-12-06
675;Accor;Accor City Inn;City Inn description;info675@hotel.com;Ukraine;Odesa;Shevchenka;33;Double;4;128;325;2024-06-16;2024-06-22;confirmed;2;Good hotel;2024-06-16
676;Radisson;Radisson Mountain Resort;Mountain Resort description;info676@hotel.com;Ukraine;Lviv;Shevchenka;46;Double;4;165;276;2024-01-16;2024-01-19;checked-out;3;Good hotel;2024-01-16
677;Marriott;Marriott Sea View;Sea View description;info677@hotel.com;Ukraine;Dnipro;Shevchenka;78;Double;2;93;125;2024-06-11;2024-06-18;pending;1;Good hotel;2024-06-11
678;Hilton;Hilton City Inn;City Inn description;info678@hotel.com;Ukraine;Dnipro;Shevchenka;49;Suite;2;144;499;2024-07-10;2024-07-14;pending;5;Good hotel;2024-07-10
679;Hilton;Hilton Grand Hotel;Grand Hotel description;info679@hotel.com;Ukraine;Lviv;Shevchenka;38;Single;1;164;407;2024-12-01;2024-12-08;checked-out;4;Good hotel;2024-12-01
680;Hilton;Hilton Mountain Resort;Mountain Resort description;info680@hotel.com;Ukraine;Kyiv;Shevchenka;60;Double;3;93;473;2024-03-13;2024-03-17;pending;1;Good hotel;2024-03-13
681;Hilton;Hilton Sea View;Sea View description;info681@hotel.com;Ukraine;Lviv;Shevchenka;67;Single;1;140;233;2024-04-26;2024-05-02;confirmed;3;Good hotel;2024-04-26
682;Radisson;Radisson City Inn;City Inn description;info682@hotel.com;Ukraine;Lviv;Shevchenka;35;Suite;2;184;485;2024-07-10;2024-07-17;checked-out;3;Good hotel;2024-07-10
683;Accor;Accor Mountain Resort;Mountain Resort description;info683@hotel.com;Ukraine;Kyiv;Shevchenka;90;Single;3;240;53;2024-08-01;2024-08-05;confirmed;1;Good hotel;2024-08-01
684;Marriott;Marriott Sea View;Sea View description;info684@hotel.com;Ukraine;Kyiv;Shevchenka;39;Suite;4;204;128;2024-06-06;2024-06-09;checked-out;1;Good hotel;2024-06-06
685;Accor;Accor Sea View;Sea View description;info685@hotel.com;Ukraine;Dnipro;Shevchenka;58;Double;3;210;300;2024-02-20;2024-02-26;checked-in;2;Good hotel;2024-02-20
686;Accor;Accor City Inn;City Inn description;info686@hotel.com;Ukraine;Dnipro;Shevchenka;100;Suite;4;100;417;2024-07-28;2024-07-29;confirmed;3;Good hotel;2024-07-28
687;Marriott;Marriott City Inn;City Inn description;info687@hotel.com;Ukraine;Odesa;Shevchenka;29;Single;2;223;19;2024-03-20;2024-03-27;checked-in;5;Good hotel;2024-03-20
688;Radisson;Radisson City Inn;City Inn description;info688@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;2;129;384;2024-02-05;2024-02-06;checked-out;2;Good hotel;2024-02-05
689;Hilton;Hilton Mountain Resort;Mountain Resort description;info689@hotel.com;Ukraine;Odesa;Shevchenka;85;Single;3;146;386;2024-01-03;2024-01-09;checked-in;2;Good hotel;2024-01-03
690;Accor;Accor City Inn;City Inn description;info690@hotel.com;Ukraine;Kyiv;Shevchenka;63;Suite;1;219;447;2024-05-02;2024-05-09;confirmed;4;Good hotel;2024-05-02
691;Hyatt;Hyatt City Inn;City Inn description;info691@hotel.com;Ukraine;Dnipro;Shevchenka;40;Double;2;222;255;2024-10-22;2024-10-26;checked-in;1;Good hotel;2024-10-22
692;Hilton;Hilton Sea View;Sea View description;info692@hotel.com;Ukraine;Lviv;Shevchenka;97;Double;4;124;7;2024-12-21;2024-12-24;confirmed;2;Good hotel;2024-12-21
693;Accor;Accor Grand Hotel;Grand Hotel description;info693@hotel.com;Ukraine;Dnipro;Shevchenka;30;Suite;3;222;185;2024-07-05;2024-07-11;pending;5;Good hotel;2024-07-05
694;Radisson;Radisson City Inn;City Inn description;info694@hotel.com;Ukraine;Odesa;Shevchenka;79;Single;2;115;217;2024-10-30;2024-11-02;checked-out;1;Good hotel;2024-10-30
695;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info695@hotel.com;Ukraine;Dnipro;Shevchenka;48;Single;2;273;132;2024-05-11;2024-05-12;confirmed;5;Good hotel;2024-05-11
696;Accor;Accor City Inn;City Inn description;info696@hotel.com;Ukraine;Kyiv;Shevchenka;9;Double;1;123;198;2024-11-22;2024-11-28;pending;3;Good hotel;2024-11-22
697;Radisson;Radisson Grand Hotel;Grand Hotel description;info697@hotel.com;Ukraine;Lviv;Shevchenka;19;Suite;4;59;271;2024-01-31;2024-02-05;pending;2;Good hotel;2024-01-31
698;Hilton;Hilton Grand Hotel;Grand Hotel description;info698@hotel.com;Ukraine;Lviv;Shevchenka;8;Double;4;267;485;2024-01-07;2024-01-13;pending;2;Good hotel;2024-01-07
699;Marriott;Marriott Mountain Resort;Mountain Resort description;info699@hotel.com;Ukraine;Kyiv;Shevchenka;2;Single;3;184;352;2024-06-12;2024-06-16;pending;4;Good hotel;2024-06-12
700;Accor;Accor Grand Hotel;Grand Hotel description;info700@hotel.com;Ukraine;Odesa;Shevchenka;64;Suite;4;267;55;2024-10-20;2024-10-21;confirmed;2;Good hotel;2024-10-20
701;Hilton;Hilton City Inn;City Inn description;info701@hotel.com;Ukraine;Lviv;Shevchenka;95;Suite;1;210;187;2024-05-16;2024-05-22;confirmed;1;Good hotel;2024-05-16
702;Hilton;Hilton Sea View;Sea View description;info702@hotel.com;Ukraine;Kyiv;Shevchenka;56;Double;4;64;35;2024-01-04;2024-01-09;checked-out;5;Good hotel;2024-01-04
703;Accor;Accor Sea View;Sea View description;info703@hotel.com;Ukraine;Odesa;Shevchenka;33;Single;2;156;76;2024-03-23;2024-03-28;checked-in;5;Good hotel;2024-03-23
704;Radisson;Radisson City Inn;City Inn description;info704@hotel.com;Ukraine;Dnipro;Shevchenka;53;Double;4;140;67;2024-02-11;2024-02-12;confirmed;2;Good hotel;2024-02-11
705;Radisson;Radisson Mountain Resort;Mountain Resort description;info705@hotel.com;Ukraine;Lviv;Shevchenka;86;Single;3;103;28;2024-06-17;2024-06-19;checked-out;3;Good hotel;2024-06-17
706;Hyatt;Hyatt City Inn;City Inn description;info706@hotel.com;Ukraine;Odesa;Shevchenka;50;Double;2;105;185;2024-04-03;2024-04-07;pending;4;Good hotel;2024-04-03
707;Accor;Accor Sea View;Sea View description;info707@hotel.com;Ukraine;Kyiv;Shevchenka;14;Single;3;166;68;2024-12-25;2024-12-28;checked-in;1;Good hotel;2024-12-25
708;Radisson;Radisson City Inn;City Inn description;info708@hotel.com;Ukraine;Dnipro;Shevchenka;7;Double;4;106;137;2024-08-04;2024-08-09;checked-in;1;Good hotel;2024-08-04
709;Radisson;Radisson Grand Hotel;Grand Hotel description;info709@hotel.com;Ukraine;Lviv;Shevchenka;65;Suite;3;126;393;2024-06-28;2024-07-04;checked-out;1;Good hotel;2024-06-28
710;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info710@hotel.com;Ukraine;Lviv;Shevchenka;70;Double;4;300;309;2024-04-28;2024-05-03;checked-in;5;Good hotel;2024-04-28
711;Marriott;Marriott Grand Hotel;Grand Hotel description;info711@hotel.com;Ukraine;Dnipro;Shevchenka;24;Suite;3;177;246;2024-08-20;2024-08-22;confirmed;4;Good hotel;2024-08-20
712;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info712@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;2;251;361;2024-10-25;2024-10-30;checked-in;4;Good hotel;2024-10-25
713;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info713@hotel.com;Ukraine;Lviv;Shevchenka;25;Suite;4;81;81;2024-05-25;2024-05-31;confirmed;1;Good hotel;2024-05-25
